,yield,n,name
7,4676.545454545455,19.444444444444446,La Niña
8,4764.0,22.22222222222222,La Niña
9,5144.0,25.0,La Niña
10,5322.454545454545,27.77777777777778,La Niña
11,5581.0,30.555555555555557,La Niña
12,5683.181818181818,33.33333333333333,La Niña
13,6301.7,36.11111111111111,La Niña
14,6581.6,38.88888888888889,La Niña
15,6702.5,41.66666666666667,La Niña
16,7165.0,44.44444444444444,La Niña
17,7212.909090909091,47.22222222222222,La Niña
18,7691.0,50.0,La Niña
19,7762.285714285715,52.77777777777778,La Niña
20,8114.2,55.55555555555556,La Niña
21,8126.2,58.333333333333336,La Niña
22,8650.9,61.111111111111114,La Niña
23,8678.0,63.888888888888886,La Niña
24,8701.57142857143,66.66666666666666,La Niña
25,8740.42857142857,69.44444444444444,La Niña
26,8823.4,72.22222222222221,La Niña
27,8828.6,75.0,La Niña
28,9120.166666666666,77.77777777777779,La Niña
29,9126.285714285714,80.55555555555556,La Niña
30,9141.625,83.33333333333334,La Niña
31,9532.2,86.11111111111111,La Niña
32,9579.2,88.88888888888889,La Niña
33,9757.0,91.66666666666666,La Niña
34,9984.666666666666,94.44444444444444,La Niña
35,10287.0,97.22222222222221,La Niña
36,10317.666666666666,100.0,La Niña
